"docid","recordid","oclc","locnum","includedbc","author","authordate","imprint","inferreddate","firstpub","place","enumcron","subjects","genres","title"
"mdp.39015050019960",3593074,36513723,"PS3505.A912B57 1996","taggedfantasy","Cave, Hugh B. (Hugh Barnett),","1910-2004.","West Warwick, RI|Necronomicon Press|1996.",1996,,"riu",,"Fantasy fiction, American","Fiction","Bitter/sweet"
"mdp.39015038151190",3110558,34782723,"PQ7298.15.S638L4913 1996","fuzzymatch","Esquivel, Laura,","1950-","New York|Crown Publishers|c1996.",1996,,"nyu",,"Fiction|Reincarnation|Time travel","Fiction","The law of love"
"mdp.39015049615316",5614737,42267949,,"taggedfantasy","Tierney, Richard.",,"Oakland, CA|Chaosium|c1997.",1997,,"cau",,"Horror tales, American|Fantasy fiction, American","Short stories","The scroll of Thoth : | Simon Magus and the great old ones : twelve tales of the Cthulhu Mythos"
"mdp.39015040571641",3944926,37600519,,"taggedfantasy","Ellison, Harlan.",,"Boston|Houghton Mifflin|1997.",1997,,"mau",,"Fantasy fiction, American","Fiction","Slippage : | precariously poised, previously uncollected stories"
"mdp.39015041008064",3158868,35159220,"PS3556.E446R34 1997","fuzzymatch","Feist, Raymond E.",,"New York|Avon Books|c1997.",1997,,"nyu",,,"Fiction|Fantastic fiction","Rage of a demon king"
"mdp.39015063095817",5125898,44772480,,"taggedfantasy","Howard, Robert E. (Robert Ervin),","1906-1936.","West Warwick, RI|Necronomicon Press|c1997.",1997,,"riu",,"Fantasy fiction|Unfinished books","Fiction","Ghor, kin-slayer : | the saga of Genseric's fifth-born son"
"mdp.39015059970619",3869968,35723663,"PR6052.Y2D58 1997","taggedfantasy","Byatt, A. S. (Antonia Susan),","1936-","New York|Random House|1997?",1997,,"nyu",,"Fairy tales|England|Fantasy fiction, English","Fiction","The Djinn in the nightingale's eye : | five fairy stories"
"mdp.39015041541445",3192578,36581949,"PS3563.I4215S25 1997","fuzzymatch","Miller, Walter M.,","1923-","New York|Bantam Books|1997.",1997,,"nyu",,"Fiction|Mysticism|Monasticism and religious orders","Fiction|Fantastic fiction","Saint Leibowitz and the wild horse woman"
"mdp.39015040542139",3945345,35151285,"PS648.F3B52 1997","taggedfantasy",,,"New York|Avon Books|c1997.",1997,,"nyu",,"Fairy tales|Adaptations|Fantasy fiction, American","Fiction","Black swan, white raven"
"mdp.39015040060918",3949459,36284106,"PR4612.A48 1997","taggedfantasy",,,"Lexington, Ky.|University Press of Kentucky|c1997.",1997,,"kyu",,"Fantasy literature, English|Carroll, Lewis|1832-1898|Satire, English|Influence|Parodies, imitations, etc","NotFiction|Bibliographies","Alternative Alices : | visions and revisions of Lewis Carroll's Alice books : an anthology"
"mdp.49015002669266",4567735,36759339,,"taggedfantasy",,,"Clarkston, GA|White Wolf Pub.|1997.",1997,,"gau",,"Fiction|Homosexuality|Fantasy fiction, American","Fiction","Bending the landscape : | fantasy"
"inu.30000055919975",8566750,38221534,"PS3552.R395A6 1997","taggedfantasy","Bretnor, Reginald.",,"Medford, Or.|Story Books|c1997.",1997,,"oru",,"Science fiction, American|Detective and mystery stories, American|Fantasy fiction, American","Science fiction|Fantastic fiction|Detective and mystery stories|Fiction","The timeless tales of Reginald Bretnor"
"mdp.39015040136288",3966835,37330288,,"taggedfantasy","Schimel, Lawrence.",,"Cambridge, MA|Circlet Press|1997.",1997,,"mau",,"Fantasy|Fiction|Gays","Fiction","The drag queen of Elfland and other stories"
"pst.000044926359",9925731,45665473,,"taggedfantasy","Tolkien, J. R. R. (John Ronald Reuel),","1892-1973.","New York|Ballantine Books|c1997.",1997,,"nyu",,"Fantasy fiction, English","Fiction","The Hobbit and the lord of the rings"
"pst.000033357485",7051799,40054288,,"taggedfantasy","Brown, Steve C.",,"Stone Mtn., GA|White Wolf Game Studio|c1997.",1997,,"xx ",,"Fantasy games|Vampire (Game)","NotFiction","Dirty secrets of the Black hand : | the calm of desperation"
"mdp.39015041314561",3188214,35990203,"PS3553.A8133N37 1997","taggedfantasy","Castañeda, Omar S.,","1954-","Houston, Tex.|Arte Publico Press|1997.",1997,,"txu",,"Fantasy fiction, American","Fiction","Naranjo the muse : | a collection of stories"
"uc1.32106015428078",7138069,38076290,,"oclcid","Chapman, Stepan,","1951-","Tallahassee, FL|Ministry of Whimsy Press|c1997",1997,,"flu",,,"Fiction|Fantasy fiction","The troika"
"mdp.39015063093465",5131722,36084709,"PS3552.E13G53 1997","taggedfantasy","Beagle, Peter S.",,"New York|Roc|c1997.",1997,,"nyu",,"Fantasy fiction, American","Short stories","Giant bones"
"mdp.39015061377266",4765161,38172885,,"taggedfantasy",,,"Boston, MA|Circlet Press|c1997.",1997,,"mau",,"Fiction|Men|Fantasy fiction, American|Gay men|Erotic stories, American","Short stories","Sexmagick 2 : | men conjuring erotic fantasy"
"mdp.39015054016459",3141870,34473809,"PS3557.A22D78 1997","fuzzymatch","Gabaldon, Diana.",,"New York|Delacorte Press|1997.",1997,,"nyu",,"Charleston|History | Fiction|Colonial period, ca. 1600-1775|Families|Time travel|Fiction|18th century|South Carolina|Scottish Americans|History","Fiction|Historical fiction|Fantastic fiction","Drums of autumn"
"mdp.39015040695127",3145956,34824321,"PS3554.I86M47 1997","fuzzymatch","Divakaruni, Chitra Banerjee,","1956-","New York|Anchor Books|1997.",1997,,"nyu",,"Spices|Fiction","Fiction","The mistress of spices"
"mdp.39015042821945",3329410,37949118,"PR6011.O58 1972 vol. 7","taggedfantasy","(Edward Morgan), Forster, E. M.","1879-1970.","London|André Deutsch|1997.",1997,,"enk",,"Science fiction, English|Fantasy fiction, English","Fiction","The machine stops and other stories"
"mdp.39015064805990",5290254,41125259,,"taggedfantasy","Thomas, Patrick.",,"Farmingdale, New York|Padwolf Pub.|c1997.",1997,,"nyu",,"Fiction|Manhattan (New York, N.Y.)|Leprechauns|Bartenders|Bars (Drinking establishments)|Fantasy fiction, American|Gods","Novel","Murphy's lore : | tales from Bulfinche's Pub"
"mdp.39015046335488",3950902,36884290,"PS3555.D38P65 1997","fuzzymatch","Eddings, David.",,"New York|Ballantine Books|1997.",1997,,"nyu",,,"Fiction|Fantastic fiction","Polgara the sorceress"
"mdp.39015045682393",3987495,38039684,"PJ5191.E1K87 1998","taggedfantasy","Kushner, Tony.",,"New York|Theatre Communications Group|1998.",1998,,"nyu",,"Translations into English|Fantasy fiction, Yiddish|Yiddish literature","Fiction","A dybbuk ; | and, The dybbuk melody and other themes and variations"
"inu.30000060701046",8566707,40198674,"PS3552.O777D37 1998","oclcid","Boston, Bruce,","1943-","Concord, Calif.|Dark Regions Press|c1998.",1998,,"cau",,,"Fantastic fiction|Fiction","Dark tales & light"
"inu.30000077954893",7979418,37631174,"PL248.P34Y4613 1998","fuzzymatch","Pamuk, Orhan,","1952-","New York|Vintage Books|1998.",1998,,"nyu",,,"NotFiction","The new life : | a novel"
"mdp.39015073819768",5959182,38258215,"PS3503.L718F58 1998","taggedfantasy","Bloch, Robert,","1917-1994.","Sauk City, Wis.|Arkham House Publishers|1998.",1998,,"wiu",,"Horror tales, American|Fantasy fiction, American|Science fiction, American","Short stories","Flowers from the moon and other lunacies"
"mdp.39015043788861",4025367,39443118,,"taggedfantasy","Winterson, Jeanette,","1959-","London|Jonathan Cape|1998.",1998,,"enk",,"Fantasy fiction, English","Fiction","The world and other places"
"pst.000033218632",7497072,38830287,,"taggedfantasy","Martin, S. R.,","1956-","Gosford [N.S.W.|Scholastic Press|1998.",1998,,"xx ",1998,"Fantasy fiction, Australian","NotFiction","Tankworld"
"pst.000044074364",7497119,42865253,,"taggedfantasy","Nesbit, E. (Edith),","1858-1924.","New York|Books of Wonder|1998.",1998,,"xx ",1998,"Fiction|Fantasy","NotFiction","Harding's luck"
"mdp.39015054262236",3603895,38901577,"PS648.H6D66 1998","taggedfantasy",,,"Garden City, NY|Doubleday Direct|c1998.",1998,,"nyu",,"Fiction|Horror tales, American|Fantasy fiction, American|Taboo|Science fiction, American","Fiction","Don't open this book!"
"mdp.39015059135031",4759861,40109387,,"taggedfantasy",,,"Cambridge, MA|Circlet Press|Distributed by LPC Group|c1998.",1998,,"mau",,"Fiction|Short stories|Lesbians|Fantasy fiction|Gay men","NotFiction","Things invisible to see : | gay and lesbian tales of magic realism"
"mdp.39015058237184",3895878,39980147,"PS3552.R4964G74 1998","taggedfantasy","Britain, Kristen.",,"New York, NY|Daw Books|DAW books distributed by Penguin Putnam|c1998.",1998,,"nyu",,"Fantasy fiction","Novel|Fantastic fiction","Green rider"
"mdp.49015002699131",4570345,40530329,,"taggedfantasy",,,"New York|Vintage International|1998.",1998,,"nyu",,"Fiction|Translations into English|Fantasy fiction|19th century","NotFiction","Fantastic tales : | visionary and everyday"
"pst.000043321285",12279118,45196929,"PS3523.O46C87 1999","taggedfantasy","London, Jack,","1876-1916.","Lincoln|University of Nebraska Press|1998].",1998,,"xxu",,"Fantasy fiction, American","Bibliographies|NotFiction","Fantastic tales"
"uc1.32106017921492",7145761,61319718,,"taggedfantasy","Elgar, Sedan",,"Seattle|Brob House Books|c1998",1998,,"wau",,"Fantasy fiction, American","Fiction","Larkinstreet's luck : | tales of the American faerie : a novel in ten chapters with epilogue and three interlocutory tales"
"mdp.39015040178470",3976091,37801363,"PQ3848.B36 1998","taggedfantasy",,,"Madison [N.J.|Fairleigh Dickinson University Press|London|Cranbury, NJ|Associated University Presses|c1998.",1998,,"nju",,"20th century|Translations into English|Belgian fiction (French)|Fantasy fiction, Belgian (French)|Short stories, Belgian (French)","Fiction","The Belgian school of the bizarre : | an anthology of short stories"
"pst.000033176208",7050864,39093364,"PS3552.O8313S6 1998","oclcid","Boudreaux, Aleta.",,"Grand Bay, AL|Laughing Owl Pub.|c1998.",1998,,"xxu",,,"NotFiction|Bibliographies","Song of the white swan"
"uc1.l0070882576",11719975,43496686,,"taggedfantasy","Machen, Arthur,","1863-1947.","North Stratford, NH|Ayer Company|1999.",1999,,"nhu",,"Fantasy fiction, English|Supernatural|Fiction","Fiction","The house of souls"
"mdp.39015048749934",4048510,41567230,,"taggedfantasy","Sterling, Bruce.",,"New York, NY|Bantam Books|c1999.",1999,,"nyu",,"Fantasy fiction, American","Fiction","A good old-fashioned future : | stories"
"mdp.39015062494375",5120114,63095331,,"taggedfantasy",,,"New York|Carroll & Graf|1999.",1999,,"nyu",,"Fantasy fiction, English|Humorous stories, English|Humorous stories, American|Humorous stories|Fantasy fiction|Fantasy fiction, American|Wit and humor","Short stories","The mammoth book of comic fantasy II"
"mdp.39015047476265",4026669,39060778,"PS3554.O469R42 1999","taggedfantasy","Donaldson, Stephen R.",,"New York|Bantam Books|1999.",1999,,"nyu",,"Fantasy fiction, American","Fiction|Fantasy fiction","Reave the Just, and other tales : | stories"
"mdp.39015060563213",5025853,45234499,,"taggedfantasy","Schweitzer, Darrell,","1952-","Berkeley Heights, NJ|Wildside Press|1999.",1999,,"nju",,"Fantasy fiction, American","Short stories","Necromancies and netherworlds : | uncanny stories"
"pst.000029233083",9815335,39914359,"PS3568.E3696D73 1999","taggedfantasy","Reed, Robert.",,"Collinsville, Ill.|Golden Gryphon Press|c1999.",1999,,"ilu",,"Science fiction, American|Fantasy fiction, American","Fiction","The dragons of Springplace : | stories"
"mdp.39015046463629",4172370,39606742,"PS3563.A7239C58 1999","fuzzymatch","Martin, George R. R.",,"New York|Bantam Books|1999.",1999,,"nyu",,,"Fiction","A clash of kings"
"mdp.39015053478312",4205619,44914632,"PS3561.E5558W9 1999","oclcid","Kephart, Carolyn Marie,","1951-","Pittsburgh, PA|SterlingHouse Publisher|c1999.",1999,,"pau",,,"Fiction","Wysard"
"pst.000029233106",9815318,41086723,"PS3552.R6596A8 1999","fuzzymatch","Brooks, Terry.",,"New York|Ballantine Pub. Group|1999.",1999,,"nyu",,"Good and evil|Demonology|Young women|Fiction|Knights and knighthood","Fantastic fiction|Fiction","Angel fire east"
"mdp.39015058720528",3900694,41470805,"PS648.E7F474 1999","taggedfantasy",,,"Cambridge, MA|Circlet Press|1999.",1999,,"mau",,"Fiction|Sadomasochism|Fantasy fiction, American|Science fiction, American|Erotic stories, American","Short stories|ContainsBiogMaterial","Fetish fantastic : | tales of power and lust from futuristic to surreal"
"mdp.39015064107280",5232107,43515357,,"taggedfantasy",,,"Minneapolis, MN|F&B Mystery|c1999.",1999,,"mnu",,"Fiction|Mummies|Fantasy fiction|Detective and mystery stories|Paranormal fiction","Short stories","Dark detectives : | adventures of the supernatural sleuths"
"mdp.39015070898245",5065838,47746572,"PS3568.O2372D87 1999","taggedfantasy","Roberts, Byrd.",,"San Francisco|GLB Publishers|c1999.",1999,,"cau",,"Fiction|Fantasy fiction, American|Gay men","Fiction","The Duskouri tales : | collected gay gothic tales"
"mdp.39015066066682",4130003,44849075,"PS3558.A443357K57 2000","fuzzymatch","Hamilton, Laurell K.",,"New York|Ballantine Books|2000.",2000,,"nyu",,"Fairies|Fiction|Women private investigators","Fiction|Mystery fiction|Fantasy fiction","A kiss of shadows"
"mdp.39015047865228",4090784,42692141,"PS3563.A255P45 2000","fuzzymatch","McCaffrey, Anne.",,"New York|Ballantine|2000.",2000,,"nyu",,"Fiction|Telepathy|Space colonies|Psychic ability","Fiction|Science fiction","Pegasus in space"
"pst.000059263739",7052714,42875902,,"taggedfantasy","Carroll, Lewis,","1832-1898.","London|Creation|2000, 1999.",2000,,"enk",,"Fantasy fiction, English|Alice (Fictitious character : Carroll)|Juvenile fiction","Fiction","Alice through the looking glass"
"mdp.39015047532851",4067829,41580642,"PS3537.M835N5 2000","fuzzymatch","Smith, Thorne,","1892-1934.","New York|Modern Library|2000.",2000,,"nyu",,,"Fiction","The night life of the gods"
"mdp.39015050477374",4145837,44027231,"PR6069.I32P7 2000","fuzzymatch","Siegel, Jan.",,"New York|Ballantine Pub. Group|2000.",2000,,"nyu",,"Fiction|Geographical myths|Girls|Atlantis (Legendary place)","Fiction|Fantasy fiction","Prospero's children"
"mdp.39015073816574",5844702,45585368,,"taggedfantasy","De Lint, Charles,","1951-","Burton, MI|Subterranean Press|2000.",2000,,"miu",,"Fantasy fiction, Canadian","Short stories","Triskell tales : | twenty-two years of chapbooks"
"uc1.32106012546500",4116918,43324224,"PS3553.R597D34 2000","fuzzymatch","Crowley, John,","1942-","New York|Bantam Books|2000",2000,,"nyu",,,"Fiction|Fantasy fiction","Daemonomania"
"mdp.39015061470897",4993477,47194157,,"taggedfantasy",,,"Birmingham|Alchemy Press|Saldoth Productions|2000.",2000,,"enk",,"Fantasy fiction, English","Short stories","Swords against the millennium"
"mdp.39015050329450",4127027,43644572,,"fuzzymatch","Weis, Margaret.",,"Renton, WA|Wizards of the Coast|c2000.",2000,,"wau",,"Fiction|Krynn (Imaginary place)","Novel","Dragons of a fallen sun"
"mdp.39015054095784",4135525,44676135,"PS3563.A7239S7 2000","fuzzymatch","Martin, George R. R.",,"New York|Bantam Books|2000.",2000,,"nyu",,,"Fiction|Fantastic fiction","A storm of swords"
"mdp.39015056817326",3851336,49393624,,"taggedfantasy","Eddy, C. M. (Clifford Martin)",,"Narragansett, R.I.|Fenham Pub.|2000, c1973.",2000,,"riu",,"Fantasy fiction, American|Paranormal fiction","Fiction","Exit into eternity : | tales of the bizarre and supernatural"
"mdp.39015058118343",3890294,45155802,"PS3554.E92733S26 1998","taggedfantasy","Devereaux, Robert.",,"New York|Dorchester Pub.|2000, c1998.",2000,,"nyu",,"Fairy tales|Fiction|Tooth loss|Erotic stories|Man-woman relationships|Easter Bunny (Legendary character)|Santa Claus|Murder|Horror tales|Triangles (Interpersonal relations)|Adaptations|Tooth Fairy (Legendary character)|Fantasy fiction|Mothers and daughters","Novel","Santa steps out : | a fairy tale for grown-ups"
"mdp.39015064103040",5228683,48644382,"PS3602","taggedfantasy","Berman, Steve.",,"Maple Shade, NJ|Lethe Press|2001.",2001,,"nju",,"Fiction|Paranormal fiction, American|Fantasy fiction, American|Gay men","Short stories","Trysts : | a triskaidecollection of queer and weird stories"
"pst.000066034483",12267124,53092018,"PS3562.E42O85 2003","taggedfantasy","Le Guin, Ursula K.,","1929-","New York|Ace Books|2003, c2001.",2001,,"nyu",,"Fantasy fiction","Fiction|Fantasy fiction","The other wind"
"mdp.39015069160334",5417327,81946978,,"taggedfantasy",,,"Seattle, Wash.|Eros Comix|2001.",2001,,"wau",,"Fiction|Erotic comic books, strips, etc|Women|Erotic stories|Monsters|Fantasy comic books, strips, etc|Mara (Fictitious character)|Erotic stories, American|Comic books, strips, etc|Graphic novels|Fantasy fiction, American|United States|Sex","Mixed","Dennis Cramer's Mara : | 10th anniversary collection"
"mdp.39015069174509",5571840,63075963,,"taggedfantasy","Schweitzer, Darrell,","1952-","Berkeley Heights, N.J.|Cosmos Books/Wildside Press|2001.",2001,,"nju",,"Horror tales, American|Fantasy fiction, American","Short stories","The great world and the small : | more tales of the ominous and magical"
"mdp.39015056463733",4288871,47274560,,"taggedfantasy","Link, Kelly D.",,"Brooklyn, NY|Small Beer Press|c2001.",2001,,"nyu",,"Short stories|Fantasy fiction","Fiction","Stranger things happen"
"mdp.39015073820600",6491833,49310819,"PS3545.E5285F42 2001","taggedfantasy","Wellman, Manly Wade,","1903-1986.","San Francisco|Night Shade Books|2001.",2001,,"cau",,"Horror tales|Fantasy fiction","Short stories","Fearful rock and other precarious locales"
"pst.000048593830",12269065,43567515,"PS374.S35P69 2001","taggedfantasy",,,"Upper Saddle River, NJ|Prentice Hall|c2001.",2001,,"nju",,"Fantasy fiction, English|Fantasy fiction, American|Science fiction, English|Science fiction, American","Bibliographies|Fiction","The Prentice Hall anthology of science fiction and fantasy"
"mdp.39015056430369",4288872,47821486,,"taggedfantasy","Vukcevich, Ray.",,"Brooklyn, NY|Small Beer Press|2001.",2001,,"nyu",,"Short stories|Fantasy fiction|Science fiction","Fiction","Meet me in the moon room : | stories"
"mdp.39015069157546",5415712,50842562,"PR1309.F3W59 2001","taggedfantasy",,,"London|Souvenir Press|2001.",2001,,"enk",,"Fiction|Magic|Fantasy fiction, English|Magicians|Short stories|Fantasy fiction, American|Wizards","Short stories","The wizards' den : | spellbinding stories of magic and magicians"
"mdp.39015053485507",3578571,48802582,,"taggedfantasy","Halmo, Robert D.,","1956-","Bloomington, IN|1stBooks|c2001.",2001,,"inu",,"Fantasy fiction, American","Fiction","Children of the grove : | book one of Lords of Darkness, Lords of Light"
"mdp.49015002610310",4582782,46619991,"PS3554.I3915S77 2001","taggedfantasy","Di Filippo, Paul,","1954-","Urbana, IL|Golden Gryphon Press|2001.",2001,,"ilu",,"Fiction|Occupations|Fantasy fiction, American","Fiction","Strange trades"
"mdp.39015061161934",4760415,50565965,,"taggedfantasy",,,"Fountain Hills, Ariz.|Eraserhead Press|c2001.",2001,,"azu",,"Horror tales|Fantasy fiction|Surrealism","Short stories","Strangewood tales"
"mdp.39015069174590",5572968,52221100,,"taggedfantasy","Taylor, Bruce,","1949-","Auburn, WA|Fairwood Press|c2001.",2001,,"wau",,"Fantasy fiction, Canadian","Short stories|Fantasy fiction","The final trick of funnyman and other stories"
"mdp.39015055916392",4278377,50433306,"PR6071.N8S66 2002","fuzzymatch","Unsworth, Barry,","1930-2012.","London|New York|Hamish Hamilton|2002.",2002,,"enk",,"Fiction|To 146 B.C|Trojan War|Agamemnon (Greek mythology)|History|Iphigenia (Greek mythology)","Novel","The songs of the kings"
"mdp.39015056892634",3854600,50218943,"PS3561.E5558L68 2002","oclcid","Kephart, Carolyn Marie,","1951-","Pittsburgh, PA|SterlingHouse Publisher|c2002|(2001 printing)",2002,,"pau",,,"Fiction","Lord Brother"
"mdp.39015061866946",4972084,52527009,,"oclcid","Mellick, Carlton.",,"S.l.|Silver Lake Pub.|2002.",2002,,"xxu",,,"Short stories|Science fiction","Sunset with a beard"
"pst.000060459114",7496763,74490177,,"fuzzymatch","Dokey, Cameron.",,"New York|Simon Pulse|2006, c2002.",2002,,"nyu","D653bea 2006","Adaptation|Sleeping Beauty (Tale)|Adaptations|Fairy tales","Young adult fiction|Love stories|Fiction|Fantasy fiction","Beauty sleep  : | a retelling of  ""Sleeping Beauty"""
"mdp.39015055899937",4290844,49584102,"PQ6256.F35S76 2002","taggedfantasy",,,"Lewisburg [Pa.|Bucknell University Press|London|Cranbury, NJ|Associated University Presses|c2002.",2002,,"pau",,"19th century|Spanish fiction|Fantasy fiction, Spanish|Short stories, Spanish","Fiction|Bibliographies","Stories of enchantment from nineteenth-century Spain"
"inu.30000085391328",9399975,51490022,,"taggedfantasy","Anthony, Piers.",,"New York|Ballantine|2002.",2002,,"nyu",,"Fantasy fiction","Fiction","Xanth : | the quest for magic"
"inu.30000085843278",8566776,50920630,"PS3553.L3927W59 2002","fuzzymatch","Clemens, James.",,"New York|Ballantine Books|2002.",2002,,"nyu",,,"Fiction|Fantasy fiction","Wit'ch star"
"mdp.39015081739149",6858721,50022448,"PS648.S3W54 2002","taggedfantasy",,,"New York|Ibooks|Distributed by Simon & Schuster|c2002.",2002,,"nyu",,"Short stories, American|Horror tales, American|Fantasy fiction, American|Science fiction, American","Short stories","Deuces down : | a mosaic novel"
"mdp.39015066045579",4291756,50494572,,"fuzzymatch","Pratchett, Terry.",,"London|Doubleday|2002.",2002,,"enk",,"Fiction|Discworld (Imaginary place)","Novel","Night watch"
"mdp.39015054129278",4244202,49323472,,"fuzzymatch","Hamilton, Laurell K.",,"New York|Ballantine|c2002.",2002,,"nyu",,,"Fiction","A caress of twilight"
"mdp.39015056225199",4307765,48100199,"PS3570.U76C68 2002","fuzzymatch","Turtledove, Harry.",,"New York|Del Ray|2002.",2002,,"nyu",,,"Fiction","Counting up, counting down"
"mdp.39015054289726",4242650,47142079,"PS3602.R63T48 2002","taggedfantasy","Brockmeier, Kevin.",,"New York|Pantheon Books|c2002.",2002,,"nyu",,"Psychological fiction, American|Fantasy fiction, American","Fiction","Things that fall from the sky"
"mdp.39015061159441",4742608,49417845,,"taggedfantasy","Kane, Gil.",,"Seattle, WA|Fantagraphics Books|2002.",2002,,"wau",,"Slaves|Fantasy comic books, strips, etc|Orphans|Revenge|Comic books, strips, etc|Graphic novels|Science fiction comic books, strips, etc","UnknownGenre","Blackmark"
"mdp.39015059970668",4340789,52038813,"PR9619.3.H3725G73 2003","fuzzymatch","Hearn, Lian.",,"New York|Riverhead|2003.",2003,,"nyu",,"Fiction|Orphans|Teenage boys","Fiction","Grass for his pillow"
"mdp.39015059975782",4338809,51817264,"PS3561.I483W37 2003","fuzzymatch","King, Stephen,","1947-","New York|Viking|2003.",2003,,"nyu",,"Fiction|Roland (Fictitious character : King)","Fiction","The waste lands"
"mdp.39076002897994",9933361,53037048,"PR9199.4.S943T44 2004","fuzzymatch","Sweet, Caitlin,","1970-","Toronto|Penguin Canada|2004, c2003.",2003,,"onc",,"Adventure stories|Teenage girls|Love stories|Fiction|Grief|Revenge","Novel","A telling of stars"
"mdp.39015060037341",4338807,51848510,"PS3561.I483G86 2003","fuzzymatch","King, Stephen,","1947-","New York|Penguin Group|2003.",2003,,"nyu",,"Fiction|Roland (Fictitious character : King)","Fiction|Fantasy fiction","The gunslinger"
"inu.30000092695687",8566689,51983445,"PS3552.I7594B57 2003","taggedfantasy","Bishop, Anne.",,"New York|ROC|2003.",2003,,"nyu",,"Witches|Fiction|Fantasy fiction, American","Fiction","The black jewels trilogy"
"mdp.39015056308961",4329799,50643645,"PS3562.E42C48 2003","taggedfantasy","Le Guin, Ursula K.,","1929-","Orlando|Harcourt|c2003.",2003,,"flu",,"Voyages, Imaginary|Imaginary societies|Fantasy fiction, American","Fiction","Changing planes"
"pst.000058958940",7496638,57509465,"PZ7.B38894Fal 2003","fuzzymatch","Bell, Hilari.",,"New York|Simon & Schuster Books for Young Readers|c2003.",2003,,"nyu",2003,"Imaginary places|Fiction","Fiction|Fantasy fiction","Fall of a kingdom"
"uc1.32106016473529",7142345,51068914,,"taggedfantasy","Zelazny, Roger,","1937-","New York|ibooks|London|Simon & Schuster|2003",2003,,"nyu",,"Fantasy fiction, American","Novel","To die in Italbar"
"mdp.39015061469337",4988421,50322784,"PS3561.E79B75 2003","fuzzymatch","Keyes, J. Gregory,","1963-","New York|Del Rey|c2003.",2003,,"nyu",,,"Novel|Fantasy fiction","The Briar king"
"mdp.39015081738638",6816092,52253750,,"taggedfantasy","Wellman, Manly Wade,","1903-1986.","San Francisco|Night Shade Books|2003.",2003,,"cau",,"Horror tales, American|Fantasy fiction","Short stories","Sin's doorway and other ominous entrances"
"inu.30000092834443",7588651,52040664,,"taggedfantasy",,,"Calgary|Red Deer Press|2003.",2003,,"abc",,"Fantasy fiction, Canadian|Short stories, Canadian|21st century|Canadian fiction","NotFiction","Open space : | new Canadian fantastic fiction"
"mdp.39015056309159",4331824,50737177,"PS3602.R63T7 2003","taggedfantasy","Brockmeier, Kevin.",,"New York|Pantheon Books|c2003.",2003,,"nyu",,"Fiction|Missing children|Fathers and daughters|Authorship|Girls|Loss (Psychology)|Fantasy fiction","Fiction","The truth about Celia"
"mdp.39015058073100",4362195,53168079,,"taggedfantasy",,,"New York, N.Y.|Penguin Group|2003.",2003,,"nyu",,"Fantasy fiction, English|Fantasy fiction, American|Science fiction, English|Science fiction, American","Short stories","Firebirds : | an anthology of original fantasy and science fiction"
"mdp.39015060005744",100024074,52872684,,"fuzzymatch","King, Stephen,","1947-","New York|Viking|2003.",2003,,"nyu",,"Roland (Fictitious character : King)|Fiction","Fiction|Fantasy fiction","The drawing of the three"
"mdp.39015061321918",4726040,54071897,,"taggedfantasy","Beagle, Peter S.",,"San Francisco, Calif.|Tachyon Publications|2003.",2003,,"cau",,"Lawrence, D. H|1885-1930|Heroes|(David Herbert)|Poor|Fantasy fiction, American|United States","Bibliographies|Mixed|ContainsBiogMaterial","The rhinoceros who quoted Nietzsche, and other odd acquaintances"
"mdp.39015056187001",4303055,50737058,"PS3607.O566S4 2003","taggedfantasy","Goodman, Carol.",,"New York|Ballantine Books|2003.",2003,,"nyu",,"Fiction|Maternal deprivation|Biographers|Hotels|Authorship|Fantasy fiction|Mothers and daughters|Women teachers","Fiction","The seduction of water"
"mdp.39015059134919",4737299,55019061,"PR6063.I265I76 2004","fuzzymatch","Miéville, China.",,"New York|Del Rey/Ballantine Books|2004.",2004,,"nyu",,,"Novel|War stories|Fantasy fiction","Iron council"
"mdp.39015064135786",5253892,60358651,,"taggedfantasy","Smith, Clark Ashton,","1893-1961.","Holicong, PA|Wildside Press|c2004.",2004,,"pau",,"Horror tales, American|Fantasy fiction, American","Short stories|Fantasy fiction|Horror fiction","The maker of gargoyles and other stories"
"mdp.39015058135214",4362081,54884542,"PZ3.M99075Si","taggedfantasy","Myers, John Myers,","1906-","Farmingham, MA|NESFA Press|c2004.",2004,,"mau",,"Fiction|1906-|Magic|Dictionaries, indexes, etc|Myers, John Myers|History and criticism|Science fiction, American|Imaginary places|Dictionaries|Science fiction, American, English|Fantasy fiction, American","Fiction|Bibliographies","Silverlock : | including The Silverlock companion"
"mdp.39015058255558",3897341,53001426,"PS648.F3L43 2004","taggedfantasy",,,"New York|Del Rey/Ballantine Books|2004.",2004,,"nyu",,"Fantasy fiction, American","Fiction","Legends. | new short novels by the masters of modern fantasy"
"mdp.39015069199886",5344029,55737615,"PS3537.M335S96 2004","taggedfantasy","Smith, Clark Ashton,","1893-1961.","New York|Hippocampus Press|c2004.",2004,,"nyu",,"American poetry|20th century|Fantasy fiction, American","Mixed","The sword of Zagan and other writings"
"mdp.39015061326578",4722362,54675020,,"fuzzymatch","Živković, Zoran.",,"Tallahassee, Fla.|Ministry of Whimsy Press|2004.",2004,,"flu",,,"Fiction","The fourth circle"
